length-of-text, length-of-pattern, Naive, Boyer-Moore, Horspool
882,7,15,6,5
1659,198,24,4,5
920,165,13,3,4
1921,40,31,4,3
825,163,12,3,4
1647,113,25,4,4
92,141,0,3,3
1938,91,30,3,4
1477,125,23,3,4
158,199,0,3,5
370,154,4,3,4
432,114,6,3,3
427,97,6,2,2
1663,139,26,4,4
1295,58,20,3,3
895,16,16,3,3
1564,97,24,3,4
1476,63,23,3,3
794,104,12,2,3
572,30,9,2,2
1773,144,26,4,4
1651,125,26,4,4
551,117,7,2,3
269,14,5,1,1
697,132,10,3,4
691,116,9,3,4
1861,157,37,4,5
401,28,6,2,1
1980,92,29,4,4
824,158,10,3,4
1631,80,24,3,4
1036,107,14,3,3
130,184,0,3,4
644,191,22,31,13
808,95,11,3,3
1174,152,16,4,4
1914,137,27,3,4
182,115,1,2,3
1977,86,53,6,5
1722,132,25,3,4
1599,186,22,4,5
176,18,2,1,1
1600,195,22,4,5
1423,147,19,4,4
1517,30,23,4,3
1290,177,17,4,5
862,70,12,2,2
1065,66,15,3,2
1876,72,27,3,3
1624,155,22,4,5
1139,163,15,4,4
175,34,3,1,2
1222,139,17,3,4
1601,49,24,4,3
962,195,11,3,5
1328,58,19,3,3
591,180,6,3,4
1859,67,27,3,3
736,6,12,5,5
951,19,16,3,3
1127,61,16,2,3
1490,90,22,3,3
598,75,8,3,2
1716,55,26,3,4
1637,62,24,4,3
1354,182,18,4,5
1610,187,22,4,4
1493,106,21,3,3
198,60,2,2,2
1097,132,15,3,3
1643,45,24,3,3
1113,20,45,3,4
1693,146,24,3,4
128,47,2,1,2
1604,122,47,4,4
97,10,2,1,24
810,84,12,2,2
139,62,1,2,2
155,107,1,2,3
196,116,1,3,3
90,33,1,1,1
445,81,6,2,3
1454,36,22,3,2
1932,156,27,4,4
1340,186,18,4,5
137,76,1,1,2
1754,100,25,4,28
1045,97,14,4,3
11,38,0,1,2
633,4,11,7,6
859,2,23,28,22
1853,49,28,3,4
1889,153,27,4,5
442,183,4,4,4
812,13,13,3,3
1592,130,23,3,3
308,71,4,2,2
84,109,0,2,3
1009,83,14,2,3
703,136,9,3,4
873,17,14,3,3
737,160,9,3,3
1881,119,29,4,4
1468,16,24,5,5
919,28,14,2,3
1449,62,21,2,2
863,136,11,3,4
934,143,12,3,4
382,100,4,2,2
978,72,14,3,3
184,41,2,1,1
1277,176,17,4,5
589,57,8,3,2
1992,2,34,39,34
1017,188,13,4,4
1071,134,14,3,3
783,184,9,3,5
1328,102,17,3,4
1285,37,18,3,2
608,93,8,2,3
1992,169,26,4,4
1859,96,25,3,3
1444,157,19,3,4
93,56,1,1,2
19,19,0,1,0
507,114,5,3,3
1862,102,26,3,4
821,158,9,3,3
1807,38,25,3,3
1909,8,30,10,8
1292,71,17,3,3
1190,161,15,3,3
574,51,8,2,2
482,111,5,2,2
1290,136,17,3,3
413,164,4,3,3
771,110,10,2,3
1081,165,13,4,4
1713,190,21,4,4
1035,159,13,3,3
1407,133,18,4,3
264,164,2,3,3
1097,197,13,4,4
604,67,8,2,2
1945,43,27,3,3
77,146,0,3,3
1685,153,22,4,4
380,9,6,2,2
1378,79,19,3,3
173,149,1,2,3
49,30,1,1,1
1937,53,27,3,2
1785,88,25,3,12
1461,119,19,3,4
1256,93,17,3,2
1457,15,23,5,4
429,30,6,1,2
447,12,7,2,2
282,49,4,2,1
1837,157,24,3,4
803,124,10,2,3
875,180,10,4,4
1761,127,24,3,4
1671,28,23,3,4
1871,57,26,3,3
329,123,3,2,3
1715,113,23,3,3
1773,30,25,4,3
1458,9,23,7,6
1043,33,14,3,2
1708,111,23,3,3
1306,76,18,3,3
602,40,9,1,2
1438,98,19,3,3
587,168,6,2,3
219,198,0,4,4
1828,5,29,14,12
7,133,0,2,3
304,15,5,2,1
1624,2,25,30,26
716,151,8,3,3
859,145,10,2,3
1188,185,14,4,4
437,151,4,3,3
994,31,14,2,2
535,111,6,2,2
833,128,10,3,3
953,70,13,2,2
1484,135,19,3,4
1035,24,15,3,3
896,40,12,2,1
1778,185,23,4,4
478,120,5,2,3
242,110,2,2,2
1441,89,19,3,3
1972,37,27,4,3
1100,129,15,2,3
212,31,3,1,2
1074,175,13,3,3
58,47,0,1,2
115,189,0,3,3
1932,3,30,24,21
639,45,8,2,2
60,196,0,3,4
414,63,5,2,2
158,149,0,2,3
644,72,8,2,2
1973,13,30,7,6
896,48,12,3,2
677,136,8,3,3
887,49,12,2,2
1973,193,25,5,5
706,130,8,2,4
45,119,0,2,2
1932,14,30,6,6
1000,117,12,3,3
1775,42,25,3,3
947,37,13,3,2
577,22,8,1,2
1795,51,24,2,2
1430,151,19,3,3
1187,7,19,7,6
1400,108,19,3,3
681,104,8,2,3
1186,1,18,53,38
1716,90,23,3,4
1673,130,34,7,15
935,46,14,2,2
456,186,4,3,4
155,22,2,1,1
795,178,9,3,4
1650,57,23,3,3
1292,133,42,3,3
981,26,13,3,2
755,127,16,5,5
1711,101,23,3,3
1255,168,16,4,4
58,163,0,2,3
459,45,7,2,2
67,190,0,3,4
679,24,10,2,2
506,137,6,2,3
1530,106,21,3,3
276,154,1,3,4
244,194,1,3,4
1008,65,14,2,2
1554,165,20,4,4
292,129,3,2,3
1296,166,16,3,4
1449,147,18,3,3
638,62,9,2,2
1377,52,19,2,2
119,68,1,2,2
1231,194,14,3,5
1198,30,17,3,2
843,46,12,2,2
988,98,13,3,3
1928,60,26,4,3
44,200,0,3,4
427,161,4,3,3
1525,53,21,2,2
66,185,0,3,3
1704,42,24,3,3
1984,82,27,3,3
1556,186,20,3,4
1609,140,21,3,4
272,120,2,3,3
1207,98,16,3,3
1933,71,27,3,3
881,126,11,3,3
141,60,1,1,2
266,40,4,1,1
516,94,6,2,3
785,152,9,3,4
787,90,10,2,2
763,145,9,3,3
804,196,9,4,5
1049,48,15,2,3
1780,13,28,6,6
1261,189,15,4,4
600,103,7,2,2
1985,50,28,3,3
802,137,10,2,3
1141,94,15,2,3
378,18,6,1,1
687,91,9,2,3
1107,44,15,3,2
1904,60,26,3,3
1652,185,22,4,4
239,40,3,1,1
564,196,5,3,4
1131,137,15,3,3
1649,2,26,30,27
526,149,6,3,3
534,65,7,2,2
688,58,10,2,2
1090,59,15,3,3
866,190,10,3,4
1070,78,14,2,2
1218,15,20,3,3
97,116,0,2,2
624,40,9,1,1
916,161,11,4,4
1363,80,19,2,3
1143,19,18,3,3
453,93,6,2,2
1390,34,19,3,2
1477,101,20,3,3
994,178,12,3,4
289,36,4,1,2
1330,169,17,4,4
322,156,2,2,3
866,141,10,3,3
1411,64,19,2,3
366,150,3,3,3
1285,197,16,4,4
1787,136,27,6,6
1753,185,46,8,8
997,80,13,2,2
1666,189,21,4,5
876,118,11,2,3
1307,189,16,4,4
1242,22,19,4,3
1554,118,21,3,4
158,44,2,1,2
368,78,4,2,2
226,169,1,2,3
810,106,11,2,3
1676,196,22,4,5
536,133,6,3,3
911,47,12,2,2
1141,117,15,3,3
5,105,0,1,2
1768,158,23,3,5
76,130,0,3,2
615,106,7,3,3
1493,74,21,2,3
465,156,4,3,4
1125,95,15,2,3
832,98,11,2,3
1864,87,25,3,3
729,111,9,3,3
534,26,7,1,2
1553,149,20,3,3
1382,106,19,2,3
1295,197,15,3,4
1808,147,23,4,4
1416,151,18,4,4
811,153,10,3,3
1648,73,22,3,3
895,154,11,3,4
396,159,3,2,4
3,31,0,1,1
284,18,4,2,1
1341,76,19,2,2
1400,77,19,3,3
1129,32,16,2,3
544,59,7,1,1
176,79,1,2,2
628,83,8,2,3
347,147,3,2,3
1470,200,18,4,4
1328,40,19,2,2
1067,100,14,3,3
1138,57,15,2,2
153,167,0,3,3
883,150,11,3,4
464,127,5,3,3
853,169,9,3,4
1876,135,25,3,4
1351,170,17,4,4
1419,120,18,3,3
952,113,12,3,3
1589,103,22,3,3
1440,139,19,3,4
1071,11,17,5,4
1860,133,25,3,3
559,148,6,3,4
68,57,1,1,2
1763,49,24,4,3
1117,191,14,4,4
1025,9,16,5,5
629,131,7,3,3
1613,198,20,4,5
725,10,12,3,3
1300,3,20,16,14
1246,180,15,4,5
1174,20,18,3,3
775,76,10,3,2
176,159,0,2,4
285,115,2,3,2
1178,176,14,4,4
1139,27,16,3,3
805,21,12,3,2
1664,174,34,7,6
1883,171,25,4,4
235,65,2,2,2
187,69,2,2,2
1275,118,17,3,4
1790,3,28,22,20
1337,14,25,5,4
755,184,9,4,4
899,107,17,3,3
1913,76,27,3,3
604,60,7,2,2
1816,185,23,4,4
1184,41,17,2,2
1577,144,21,3,3
1346,183,16,3,5
661,143,8,3,3
1620,177,21,4,5
914,55,12,3,2
292,126,2,3,2
1829,143,24,3,3
313,90,3,2,2
1675,56,23,3,3
209,93,3,3,3
1475,135,19,3,4
878,51,12,2,2
1066,72,27,3,2
504,170,5,4,4
46,97,0,2,2
70,48,1,1,2
1537,172,19,4,4
666,127,8,3,3
1272,108,17,3,3
742,108,10,2,3
928,103,12,2,2
1331,133,17,3,4
1505,64,20,3,3
1551,170,20,4,5
1153,51,15,3,2
626,171,7,3,4
576,12,9,3,3
631,188,6,4,4
956,158,11,3,4
1613,35,23,3,3
845,138,10,3,4
120,131,0,2,3
1839,139,24,4,4
1529,91,23,3,3
1344,90,18,3,3
1674,77,23,3,3
1681,66,23,3,3
444,11,6,2,2
1414,104,18,3,3
567,94,7,2,2
1182,156,15,3,4
1299,123,17,3,4
699,39,9,2,2
1857,28,26,4,4
1012,63,13,3,2
1593,73,22,3,3
1606,32,23,3,3
543,115,6,2,3
1588,12,25,5,5
1371,36,19,3,3
158,18,2,1,1
898,73,12,2,2
550,190,5,3,4
253,172,1,3,4
502,166,5,3,4
78,128,0,3,2
797,40,11,2,2
1178,88,16,2,3
1910,62,26,3,3
1083,169,13,4,4
680,131,8,3,3
17,70,0,1,2
1968,88,27,3,4
585,168,6,3,4
1190,20,18,3,3
1680,176,21,4,4
399,67,5,2,2
1168,180,14,4,4
1795,159,24,4,4
1529,136,19,3,3
1109,21,17,3,3
815,79,11,3,2
1901,34,27,4,3
913,157,11,2,3
1784,162,23,4,4
779,4,11,7,6
804,195,9,4,4
830,52,11,2,3
1893,142,25,4,4
307,170,2,3,4
1606,113,21,3,3
1891,131,25,3,3
1216,12,18,4,4
1011,96,14,2,3
657,192,7,4,4
1456,84,20,2,2
212,63,2,1,2
1588,91,22,3,3
227,6,4,2,2
446,155,4,3,4
418,38,6,1,1
383,32,5,1,2
1079,193,12,4,4
1547,161,20,4,4
1784,2,28,33,29
948,79,13,2,2
978,188,12,3,5
1735,29,24,4,3
1511,187,19,4,4
1278,65,18,2,2
439,30,6,1,2
1129,120,14,3,3
1449,166,18,3,4
276,187,1,3,4
1622,54,22,2,2
610,83,8,2,2
1729,126,23,4,3
1823,188,23,4,5
334,116,3,3,2
1249,161,16,3,4
699,121,8,3,3
600,129,6,2,3
1404,128,18,4,3
578,22,9,2,2
1120,186,14,3,4
1491,84,20,3,3
577,122,6,3,3
899,15,13,3,3
830,124,10,3,3
1225,193,15,4,5
1222,161,15,3,4
1949,137,26,4,4
673,52,9,2,2
135,13,2,1,1
991,75,13,3,2
1238,39,17,3,2
1178,104,16,3,3
865,188,10,4,4
407,114,4,2,3
527,200,4,4,4
53,47,1,1,1
1484,177,19,4,4
1927,42,27,3,3
871,100,11,3,3
381,98,5,2,3
99,160,0,3,3
1550,108,20,3,4
608,134,6,2,3
980,97,13,3,2
1286,75,17,3,3
71,123,0,2,3
1517,61,22,2,2
1040,30,15,2,3
288,133,2,2,3
32,91,0,2,2
1755,171,23,4,4
956,80,12,2,2
958,41,13,2,3
1872,131,24,3,4
1005,152,12,3,4
1766,123,24,3,3
1587,73,21,3,3
228,196,1,3,4
1220,83,17,2,2
137,18,2,1,1
470,53,7,1,2
458,173,4,3,3
1500,35,21,3,2
1845,163,24,4,4
773,49,10,2,2
1582,5,24,13,11
1553,48,22,2,2
1078,58,14,3,2
67,143,0,2,2
1048,140,13,3,4
493,142,5,3,3
1208,63,17,2,2
87,80,0,2,2
1375,13,21,4,5
579,12,10,2,3
115,24,1,1,1
146,173,0,3,4
807,5,12,7,6
1181,107,16,2,3
772,100,10,2,2
1582,99,21,3,3
584,135,6,3,3
1423,66,19,2,2
1104,197,13,4,4
1859,67,27,3,3
157,172,0,2,3
79,137,0,2,3
1982,170,62,11,12
75,151,0,6,7
1924,22,71,11,10
1832,38,62,8,8
89,167,0,7,8
1872,36,87,5,5
1623,110,42,6,6
720,97,17,5,5
533,33,14,4,3
1851,196,46,8,9
1557,178,38,7,9
965,165,22,7,7
826,65,21,4,5
1796,54,48,5,5
1298,166,32,7,8
1416,10,34,7,6
940,66,24,5,4
1255,62,33,5,5
913,38,24,5,4
852,127,20,5,6
280,185,2,5,7
593,187,11,6,8
590,130,12,4,5
47,107,0,4,5
1241,193,29,7,8
381,44,9,3,4
1860,162,47,7,8
332,103,7,4,5
246,99,4,3,4
161,33,3,2,2
1151,159,28,6,8
1714,40,47,6,6
1279,74,34,5,5
635,51,17,3,3
670,119,15,5,6
257,29,6,2,3
55,80,0,3,3
1908,107,51,6,7
1818,61,49,6,6
305,166,4,5,7
780,190,17,7,8
1709,128,44,6,7
1519,149,39,6,7
1986,71,32,3,3
1898,164,28,5,5
491,48,8,2,2
1969,148,30,4,5
701,109,10,2,3
153,123,1,2,3
1199,62,19,2,3
1331,111,20,4,3
77,96,1,2,2
1421,50,22,3,4
1091,71,17,2,3
944,27,15,3,3
990,154,13,3,5
1523,185,22,5,5
1824,63,29,3,4
575,141,7,4,4
1985,38,31,4,3
40,199,0,4,4
1371,97,20,3,3
293,24,4,1,2
1987,173,30,4,6
1568,152,23,4,4
836,43,13,2,2
1393,174,21,4,5
227,83,2,1,2
247,140,2,2,3
626,34,10,2,2
1626,183,23,5,5
14,93,0,2,2
1975,185,30,4,5
433,78,6,2,2
1381,96,21,3,3
715,140,10,3,4
1124,141,17,3,4
1797,102,27,3,4
1433,96,22,4,3
1645,71,25,3,3
1231,44,19,3,3
120,144,0,3,4
1320,86,21,3,4
279,30,5,1,2
708,45,11,2,2
1912,110,29,4,4
918,179,12,4,4
1021,117,15,3,3
1674,18,30,5,5
1536,46,25,3,3
1091,86,17,3,3
781,29,12,2,2
538,89,7,3,3
1048,86,16,2,3
1698,159,26,4,5
310,151,3,3,4
1672,26,27,4,4
678,165,8,3,5
619,3,11,8,8
260,61,3,2,2
1958,175,29,5,5
678,90,9,2,3
909,133,13,4,3
1728,157,25,3,4
1796,105,27,3,4
1691,180,25,4,4
1264,124,19,3,4
718,78,10,3,2
1393,153,21,4,4
1912,179,28,5,5
1763,189,26,4,6
1449,172,22,4,5
1488,27,24,4,3
439,92,6,2,3
839,103,12,3,3
995,59,16,2,3
756,101,11,2,3
1511,43,24,3,3
209,114,1,3,3
1807,151,27,4,5
1088,161,15,4,4
1222,131,18,4,4
854,146,12,3,4
204,111,2,2,3
1343,182,19,4,5
536,23,9,2,2
1015,33,16,2,2
1364,41,21,3,3
1990,129,31,4,4
112,85,0,2,3
1669,52,27,3,4
669,74,10,2,3
1283,93,20,3,3
319,176,3,3,4
1863,147,29,4,4
804,103,12,3,3
330,161,3,3,3
1404,11,25,7,6
1515,172,22,4,5
1535,167,22,3,4
450,7,8,4,3
334,149,3,3,4
1090,189,15,4,5
1030,19,18,3,4
589,189,6,4,5
1192,170,17,4,5
1932,80,31,3,4
1167,177,17,4,5
229,86,3,2,3
649,128,9,3,3
322,189,2,4,4
1261,62,20,3,3
111,142,0,3,3
1647,101,28,4,4
259,112,3,3,3
1148,200,16,4,5
693,54,10,2,2
885,62,13,3,3
988,187,13,4,5
1711,78,27,3,3
1351,132,19,4,4
254,110,2,3,3
1267,103,20,3,4
43,70,0,1,2
1329,150,19,3,4
631,6,11,5,5
203,114,1,2,2
537,143,6,2,3
347,2,6,7,15
581,82,9,2,3
1141,67,18,2,2
1898,105,30,4,4
1169,11,21,5,5
835,197,11,4,5
1900,150,29,4,4
1710,173,25,4,5
1577,122,24,4,4
1401,176,20,4,4
1953,131,30,4,4
983,127,15,3,4
1955,1,35,79,71
1991,129,30,3,4
1458,152,21,4,4
156,173,0,3,4
169,91,2,2,3
489,8,9,4,3
696,194,8,4,4
84,120,0,2,2
1881,59,30,4,3
12,64,0,2,2
53,92,0,2,3
788,143,11,4,3
131,163,0,3,4
107,78,0,2,3
342,51,5,2,2
996,3,18,14,13
1917,137,29,4,4
1460,37,23,3,3
1032,71,16,3,3
1168,191,16,4,5
507,145,6,3,4
1665,169,25,4,5
1630,39,26,3,3
1636,139,25,4,4
1242,81,19,3,3
596,98,8,2,3
925,82,14,3,3
1719,50,27,3,3
910,81,14,2,2
1378,194,20,4,6
106,168,0,3,4
72,179,0,3,4
1596,32,26,4,3
1272,77,19,3,3
1916,192,29,5,5
1337,159,20,4,5
982,67,15,3,3
1284,185,18,5,5
1374,166,21,4,5
1746,11,31,8,7
1204,174,18,4,5
1387,115,21,4,4
284,52,4,2,2
1505,60,24,3,3
1250,199,17,4,5
1292,48,21,3,3
1949,27,32,4,4
1327,111,19,4,4
1706,107,26,3,4
1575,59,25,3,4
1647,62,26,3,4
806,45,13,2,2
346,38,5,2,2
1067,26,17,3,3
1294,83,20,3,4
426,174,4,3,4
1324,44,22,3,3
1460,7,26,10,8
1832,17,33,6,5
512,146,6,3,4
1855,93,29,3,4
1636,25,26,4,4
957,161,14,3,4
176,154,0,3,4
1115,152,16,3,4
1707,42,28,3,3
1437,77,23,3,3
1280,7,23,9,8
731,38,11,2,2
323,153,3,3,3
1735,133,27,4,5
1962,160,29,5,5
1251,110,19,3,3
567,41,8,2,2
1686,72,26,3,3
1020,141,15,3,4
529,59,8,2,2
674,68,10,2,3
180,23,3,1,1
1963,24,32,5,4
1539,27,25,4,3
1668,113,26,3,4
851,124,13,3,4
1844,91,29,3,3
509,137,6,3,4
1846,70,29,4,3
608,32,10,2,2
1370,14,42,5,5
43,116,0,2,2
225,96,2,2,3
1732,138,24,3,3
762,105,10,3,3
1263,134,17,3,3
394,73,5,2,2
1576,138,22,3,4
1175,145,15,4,4
573,16,9,2,3
293,71,3,1,2
1623,19,27,5,4
1528,36,22,2,2
58,25,0,1,1
1050,134,14,4,4
269,143,2,3,3
440,118,5,3,3
1701,52,25,3,3
1442,86,21,2,3
1340,164,18,4,4
1887,115,27,3,3
78,26,1,1,1
1995,94,30,3,4
1216,191,16,4,4
1392,54,20,3,3
966,4,16,11,9
1996,119,28,4,4
1141,91,16,3,3
577,123,7,3,3
1640,26,24,4,4
1014,46,15,2,3
1859,30,28,4,4
489,185,5,3,4
1724,38,26,3,4
1992,28,31,4,4
921,189,11,4,4
1750,65,25,3,3
509,59,7,2,2
105,103,0,2,2
1020,143,13,3,3
1723,97,25,3,3
314,31,4,2,2
1141,107,16,3,3
1267,131,18,3,4
78,73,0,2,2
436,24,6,2,2
1131,18,19,3,4
520,187,5,4,4
1899,48,28,4,3
1193,134,17,3,4
1454,180,19,4,5
1643,2,27,33,28
1158,107,16,2,3
706,29,11,2,2
1645,92,24,3,3
1101,82,16,2,2
716,153,9,3,4
382,53,5,2,2
902,101,13,2,3
169,116,1,2,2
1364,135,18,4,4
1976,88,29,3,4
1094,140,15,3,4
59,112,0,2,2
678,10,11,4,3
1693,103,24,3,3
1758,147,25,4,4
776,133,10,3,3
1255,142,17,4,4
780,83,11,2,3
787,177,9,3,4
391,156,3,3,3
1636,181,23,4,5
1690,61,25,3,3
213,154,1,2,3
1676,116,23,4,3
1849,141,26,4,4
843,10,14,5,4
1097,186,16,4,4
1702,3,27,21,19
1541,183,20,4,5
590,136,7,2,3
1209,36,17,2,3
326,110,3,2,3
1044,148,13,3,4
1357,177,18,3,4
1949,111,26,4,4
361,130,3,3,3
958,50,14,2,3
818,42,12,2,2
100,109,0,2,2
949,94,12,3,2
1226,26,18,3,3
1562,66,21,2,2
1870,92,26,3,4
1312,60,18,3,3
1360,53,18,2,3
1279,181,16,3,4
197,111,1,2,3
1641,22,25,4,4
1588,159,20,4,4
1523,129,20,3,3
1994,45,28,3,3
1505,172,19,4,5
64,115,1,2,2
1914,168,25,4,5
992,186,12,3,4
1759,52,25,3,3
1497,173,19,4,4
1814,154,24,4,4
748,102,9,3,2
857,137,10,3,4
1180,59,16,2,3
653,138,7,3,3
761,196,8,3,4
896,171,10,4,4
424,126,4,3,3
263,107,3,2,3
1637,105,22,3,4
423,68,5,2,2
1648,2,25,29,26
552,150,6,3,3
449,126,5,2,2
1921,186,25,4,4
106,68,1,2,1
1244,5,19,10,9
1958,167,26,4,5
833,145,10,3,4
1150,16,18,4,3
627,97,7,3,2
1913,46,27,3,3
1844,1,28,64,58
942,3,15,12,11
1602,84,22,3,3
440,123,5,2,3
1557,90,21,3,3
191,180,0,3,4
261,95,3,1,2
1985,133,26,4,4
1754,35,25,3,3
1433,49,20,3,3
754,88,10,2,3
908,177,11,3,4
1521,94,21,3,3
1298,146,17,3,4
476,132,6,2,4
569,79,8,2,2
641,138,7,3,3
1139,130,14,3,4
132,42,1,1,2
44,125,0,2,2
955,158,12,3,4
1062,20,17,3,3
1900,70,27,3,3
1844,103,25,3,3
871,85,11,2,3
1313,64,18,3,3
1338,54,18,3,2
457,23,6,2,1
656,112,7,2,3
1586,139,20,3,4
425,163,4,3,3
301,24,4,1,1
663,161,8,3,4
575,158,6,2,3
674,12,10,3,3
194,102,2,2,2
927,71,12,3,2
529,96,6,2,2
1078,90,14,2,2
1246,44,17,3,2
1510,159,20,3,4
372,185,3,3,4
1685,55,23,3,3
1199,129,15,3,3
1610,91,21,3,3
91,127,0,2,3
190,88,1,2,3
1465,200,18,4,5
1318,128,17,3,3
1042,116,13,3,3
58,34,1,1,1
1525,53,21,2,2
357,172,3,3,4
335,145,3,3,3
615,67,8,2,2
1782,135,23,3,4
1004,90,14,2,3
1664,150,22,4,4
1175,74,16,3,3
932,153,11,3,3
36,91,0,2,2
461,165,5,3,4
1979,42,28,3,3
281,8,4,2,2
1151,87,15,3,3
1294,52,18,2,2
1652,48,23,2,2
378,80,4,2,2
503,91,6,2,3
1203,86,16,3,2
874,152,11,3,4
1793,144,24,3,4
131,56,1,2,2
1414,178,18,4,4
1858,63,26,3,3
1938,78,26,3,3
450,109,5,2,3
1682,168,21,3,4
175,113,1,2,3
119,64,1,1,2
1096,30,15,3,3
265,56,3,1,2
1799,144,24,4,4
1690,64,23,2,3
160,42,2,1,1
1148,185,14,4,4
942,171,11,3,4
477,53,7,1,2
839,107,11,3,3
1287,159,16,4,4
1714,73,23,3,3
1268,45,18,2,2
792,81,10,2,2
1362,183,17,3,4
1643,97,22,3,3
1081,30,15,2,3
516,112,6,3,3
1245,136,16,3,3
1935,168,25,3,4
587,21,9,2,2
414,54,5,1,1
1075,28,15,2,3
974,5,15,8,7
1465,66,20,3,2
1512,109,20,3,3
1270,14,19,5,3
280,95,3,2,2
828,191,9,3,4
522,111,6,2,3
522,156,6,3,3
1644,141,21,4,4
420,160,4,2,3
12,177,0,3,3
1688,126,23,3,4
1634,61,22,3,3
1960,8,31,10,9
370,170,3,3,4
96,55,1,1,2
1326,41,18,2,3
771,116,9,3,3
1775,164,23,4,5
1691,110,23,3,3
307,36,4,1,2
36,13,1,1,0
1587,97,21,2,3
1219,185,15,4,4
399,45,5,2,2
586,110,7,2,3
443,42,5,2,2
509,170,5,3,3
643,196,7,3,4
1134,138,15,3,3
424,132,5,2,3
1276,175,16,4,4
1796,43,25,3,2
1850,41,26,3,3
602,100,7,3,3
1043,179,12,4,4
1041,104,14,2,3
108,103,0,2,2
1804,75,25,3,3
816,40,11,2,2
1524,21,23,4,4
12,125,0,2,2
81,172,0,3,4
1710,136,23,3,3
624,21,10,2,2
1084,25,15,3,2
572,103,7,2,3
833,14,13,3,2
1672,32,23,3,3
1176,181,15,3,4
20,106,0,2,2
554,42,9,2,1
1717,61,24,3,3
1218,134,16,3,3
553,32,8,1,2
1014,23,14,2,3
1411,106,19,3,3
1433,173,18,4,4
1439,122,19,3,4
1875,104,26,3,4
1350,148,17,3,4
1809,72,25,3,3
250,13,3,1,1
1264,180,16,4,4
1622,16,25,4,4
634,178,6,4,4
430,61,5,2,2
843,135,10,3,3
489,16,8,2,2
537,162,5,3,4
1964,19,31,5,4
1393,89,18,3,2
462,99,5,2,2
1199,151,14,3,4
446,123,4,3,3
942,42,13,2,3
1726,171,22,3,5
1968,157,26,4,4
1944,196,25,4,4
1654,29,23,3,3
1258,100,17,3,3
1832,153,24,4,5
1277,91,17,3,3
248,67,2,1,2
1876,199,24,5,5
1676,48,24,3,2
1383,118,18,3,3
1378,46,19,2,3
886,180,10,4,4
980,143,12,3,3
1386,118,18,3,3
1217,175,15,4,4
707,26,10,2,2
1043,79,14,2,2
895,31,12,2,2
17,166,0,2,3
1413,43,19,3,3
216,122,1,3,2
128,167,0,2,3
1516,18,24,4,4
1261,55,17,2,2
340,10,5,2,2
930,77,12,3,2
1975,145,26,4,4
266,193,1,3,4
502,65,6,2,2
1068,166,13,4,4
839,160,9,3,3
594,94,7,2,2
1053,37,15,2,3
1123,141,14,3,3
1688,100,22,3,3
1773,96,24,3,3
1119,120,14,3,3
937,19,14,3,3
1048,133,13,2,3
1956,166,26,4,4
1054,190,12,4,4
1065,131,13,3,4
710,92,9,2,3
1659,29,24,3,3
304,74,3,2,2
1615,139,21,3,3
1433,132,19,3,3
718,190,8,4,4
405,91,4,2,2
824,47,11,2,2
1518,188,19,4,4
1359,50,18,3,2
697,119,8,3,3
1830,123,24,3,4
488,169,5,3,4
88,71,1,1,2
105,106,0,2,2
276,132,2,3,3
1888,120,26,3,4
1219,190,15,4,4
1031,22,16,3,2
1351,53,18,3,2
785,148,9,3,4
1900,99,26,3,4
711,125,9,2,3
1636,170,21,3,5
1600,160,20,4,4
241,159,2,3,3
1197,45,16,2,2
748,50,10,2,2
1696,166,22,4,4
1486,138,19,3,4
336,23,5,1,11
845,147,10,3,3
664,196,7,4,4
503,66,7,2,9
1885,80,26,3,4
477,8,8,3,3
451,100,5,2,2
852,180,10,3,4
1036,12,16,4,4
201,169,0,3,3
1221,3,19,15,14
491,195,4,3,4
1740,108,23,3,3
1591,185,20,4,4
333,63,4,1,1
1987,162,26,4,4
305,120,3,2,3
1745,120,23,4,3
368,104,4,2,3
1612,38,22,3,3
1899,122,26,3,4
1515,56,21,2,2
591,159,6,2,3
1820,22,28,4,3
124,129,0,2,2
642,22,10,2,2
376,19,6,2,1
1540,176,19,4,4
396,119,4,3,2
131,115,0,2,3
107,6,2,1,1
582,99,7,2,3
856,187,9,4,4
1332,153,17,3,4
30,61,0,2,1
1225,143,16,3,4
1308,15,20,5,3
110,19,2,1,1
1037,194,12,4,4
718,135,8,2,4
1801,80,25,3,3
1633,74,22,4,3
901,57,12,3,2
782,103,10,2,2
1235,191,15,4,4
603,174,6,3,4
725,57,9,2,2
72,179,0,3,4
1609,119,21,3,3
1693,62,23,2,2
192,102,1,2,3
1648,187,21,4,4
1256,194,15,4,5
900,66,12,2,2
1860,118,25,3,3
1389,148,18,3,3
1051,147,13,3,3
706,189,7,3,4
1102,170,13,3,4
746,65,10,2,2
1032,12,16,4,4
144,13,2,1,1
1994,195,26,4,5
1865,138,24,4,4
1740,173,22,4,5
1707,95,23,3,3
1557,144,21,3,4
979,147,11,3,3
1054,107,13,3,3
7,167,0,3,3
829,93,11,2,2
58,107,0,2,3
1551,167,20,4,4
933,93,12,2,3
1793,162,23,3,4
515,149,6,3,3
847,141,10,3,3
767,31,11,2,2
28,133,0,2,3
826,49,11,2,2
1021,14,16,3,4
442,20,7,1,2
1195,62,17,2,2
1085,128,13,2,3
1194,57,17,2,3
8,103,0,2,2
1710,67,24,3,3
819,131,10,3,3
1874,71,25,3,3
